id,module,level,strand,substrand,year,type,text,answer,hint,options,params
q_1764328354354_275,F01_Y2_FRAC,4,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",2,text_input,What fraction of the shape is shaded?,3/4,3 out of 4 parts are shaded,,"{""description"":""Exceeding - Mixed fractions, word problems, challenging quantities up to 24, equivalence (2/4 = 1/2)"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":2,""denominator"":4},{""numerator"":3,""denominator"":4}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":24}},""divisibilityRequired"":true,""includeEquivalence"":true},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""write_fraction"",""name_fraction"",""equation"",""word_problem"",""equivalence""],""select"":""one""}},""visualType"":""minimal"",""contexts"":[""shapes"",""objects"",""sets"",""quantities"",""word_problems""]}}"
q_1764328354354_276,F01_Y2_FRAC,4,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",2,text_input,What is 1/2 of 14?,7,Divide 14 by 2,,"{""description"":""Exceeding - Mixed fractions, word problems, challenging quantities up to 24, equivalence (2/4 = 1/2)"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":2,""denominator"":4},{""numerator"":3,""denominator"":4}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":24}},""divisibilityRequired"":true,""includeEquivalence"":true},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""write_fraction"",""name_fraction"",""equation"",""word_problem"",""equivalence""],""select"":""one""}},""visualType"":""minimal"",""contexts"":[""shapes"",""objects"",""sets"",""quantities"",""word_problems""]}}"
q_1764328354354_277,F01_Y2_FRAC,4,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",2,text_input,Write the fraction: two quarters,2/4,two quarters means 2 out of 4 equal parts,,"{""description"":""Exceeding - Mixed fractions, word problems, challenging quantities up to 24, equivalence (2/4 = 1/2)"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":2,""denominator"":4},{""numerator"":3,""denominator"":4}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":24}},""divisibilityRequired"":true,""includeEquivalence"":true},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""write_fraction"",""name_fraction"",""equation"",""word_problem"",""equivalence""],""select"":""one""}},""visualType"":""minimal"",""contexts"":[""shapes"",""objects"",""sets"",""quantities"",""word_problems""]}}"
q_1764328354354_278,F01_Y2_FRAC,4,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",2,text_input,2/4 of 20 = ?,10,Find 2/4 of 20,,"{""description"":""Exceeding - Mixed fractions, word problems, challenging quantities up to 24, equivalence (2/4 = 1/2)"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":2,""denominator"":4},{""numerator"":3,""denominator"":4}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":24}},""divisibilityRequired"":true,""includeEquivalence"":true},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""write_fraction"",""name_fraction"",""equation"",""word_problem"",""equivalence""],""select"":""one""}},""visualType"":""minimal"",""contexts"":[""shapes"",""objects"",""sets"",""quantities"",""word_problems""]}}"
q_1764328354354_279,F01_Y2_FRAC,4,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",2,text_input,What is 3/4 of 8?,6,"Divide 8 by 4, then multiply by 3",,"{""description"":""Exceeding - Mixed fractions, word problems, challenging quantities up to 24, equivalence (2/4 = 1/2)"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":2,""denominator"":4},{""numerator"":3,""denominator"":4}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":24}},""divisibilityRequired"":true,""includeEquivalence"":true},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""write_fraction"",""name_fraction"",""equation"",""word_problem"",""equivalence""],""select"":""one""}},""visualType"":""minimal"",""contexts"":[""shapes"",""objects"",""sets"",""quantities"",""word_problems""]}}"
q_1764328354354_280,F01_Y3_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,"What is the missing number? 0.2, 0.3, 0.4, 0.5, 0.6, __",0.7,The pattern counts forwards in tenths (0.1),,"{""description"":""Beginning - Introduce tenths (1/10, 2/10, 3/10), unit fractions (1/2, 1/3, 1/4, 1/5), quantities up to 20, counting in tenths from 0"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":10},{""numerator"":3,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":20}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":1},""step"":0.1,""length"":6,""direction"":""forwards""}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""objects"",""discrete_sets""]}}"
q_1764328354355_281,F01_Y3_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,Write the fraction: one fifth,1/5,one fifth means 1 out of 5 equal parts,,"{""description"":""Beginning - Introduce tenths (1/10, 2/10, 3/10), unit fractions (1/2, 1/3, 1/4, 1/5), quantities up to 20, counting in tenths from 0"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":10},{""numerator"":3,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":20}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":1},""step"":0.1,""length"":6,""direction"":""forwards""}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""objects"",""discrete_sets""]}}"
q_1764328354355_282,F01_Y3_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,Write the fraction: three tenths,3/10,three tenths means 3 out of 10 equal parts,,"{""description"":""Beginning - Introduce tenths (1/10, 2/10, 3/10), unit fractions (1/2, 1/3, 1/4, 1/5), quantities up to 20, counting in tenths from 0"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":10},{""numerator"":3,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":20}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":1},""step"":0.1,""length"":6,""direction"":""forwards""}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""objects"",""discrete_sets""]}}"
q_1764328354355_283,F01_Y3_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,"What is the missing number? 0.2, 0.3, 0.4, 0.5, 0.6, __",0.7,The pattern counts forwards in tenths (0.1),,"{""description"":""Beginning - Introduce tenths (1/10, 2/10, 3/10), unit fractions (1/2, 1/3, 1/4, 1/5), quantities up to 20, counting in tenths from 0"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":10},{""numerator"":3,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":20}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":1},""step"":0.1,""length"":6,""direction"":""forwards""}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""objects"",""discrete_sets""]}}"
q_1764328354355_284,F01_Y3_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,"What is the missing number? 0.3, 0.4, 0.5, 0.6, 0.7, __",0.8,The pattern counts forwards in tenths (0.1),,"{""description"":""Beginning - Introduce tenths (1/10, 2/10, 3/10), unit fractions (1/2, 1/3, 1/4, 1/5), quantities up to 20, counting in tenths from 0"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":10},{""numerator"":3,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":20}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":1},""step"":0.1,""length"":6,""direction"":""forwards""}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""objects"",""discrete_sets""]}}"
q_1764328354355_285,F01_Y3_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,What is 1/3 of 18?,6,Divide 18 by 3,,"{""description"":""Beginning - Introduce tenths (1/10, 2/10, 3/10), unit fractions (1/2, 1/3, 1/4, 1/5), quantities up to 20, counting in tenths from 0"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":10},{""numerator"":3,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":20}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":1},""step"":0.1,""length"":6,""direction"":""forwards""}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""objects"",""discrete_sets""]}}"
q_1764328354355_286,F01_Y3_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,Write the fraction: one third,1/3,one third means 1 out of 3 equal parts,,"{""description"":""Beginning - Introduce tenths (1/10, 2/10, 3/10), unit fractions (1/2, 1/3, 1/4, 1/5), quantities up to 20, counting in tenths from 0"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":10},{""numerator"":3,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":20}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":1},""step"":0.1,""length"":6,""direction"":""forwards""}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""objects"",""discrete_sets""]}}"
q_1764328354355_287,F01_Y3_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,Write the fraction: one half,1/2,one half means 1 out of 2 equal parts,,"{""description"":""Beginning - Introduce tenths (1/10, 2/10, 3/10), unit fractions (1/2, 1/3, 1/4, 1/5), quantities up to 20, counting in tenths from 0"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":10},{""numerator"":3,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":20}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":1},""step"":0.1,""length"":6,""direction"":""forwards""}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""objects"",""discrete_sets""]}}"
q_1764328354355_288,F01_Y3_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,"What is the missing number? 0, 0.1, 0.2, 0.3, 0.4, __",0.5,The pattern counts forwards in tenths (0.1),,"{""description"":""Beginning - Introduce tenths (1/10, 2/10, 3/10), unit fractions (1/2, 1/3, 1/4, 1/5), quantities up to 20, counting in tenths from 0"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":10},{""numerator"":3,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":20}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":1},""step"":0.1,""length"":6,""direction"":""forwards""}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""objects"",""discrete_sets""]}}"
q_1764328354355_289,F01_Y3_FRAC,1,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,What is 1/4 of 12?,3,Divide 12 by 4,,"{""description"":""Beginning - Introduce tenths (1/10, 2/10, 3/10), unit fractions (1/2, 1/3, 1/4, 1/5), quantities up to 20, counting in tenths from 0"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":10},{""numerator"":3,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":20}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":1},""step"":0.1,""length"":6,""direction"":""forwards""}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction""],""select"":""one""}},""visualType"":""shapes"",""contexts"":[""shapes"",""objects"",""discrete_sets""]}}"
q_1764328354355_290,F01_Y3_FRAC,2,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,"What is the missing number? 0, -0.1, -0.2, -0.3, -0.4, -0.5, -0.6, __",-0.7,The pattern counts backwards in tenths (0.1),,"{""description"":""Developing - Add more unit fractions (1/6, 1/8), non-unit fractions (2/3, 2/5, 3/10), quantities up to 30, counting forwards and backwards in tenths"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":6},{""numerator"":1,""denominator"":8},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":3},{""numerator"":2,""denominator"":5},{""numerator"":3,""denominator"":10},{""numerator"":4,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":30}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":2},""step"":0.1,""length"":8,""directions"":[""forwards"",""backwards""]}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction"",""name_fraction"",""discrete_set""],""select"":""one""}},""visualType"":""mixed"",""contexts"":[""shapes"",""objects"",""discrete_sets"",""number_lines""]}}"
q_1764328354355_291,F01_Y3_FRAC,2,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,What is 1/5 of 25?,5,Divide 25 by 5,,"{""description"":""Developing - Add more unit fractions (1/6, 1/8), non-unit fractions (2/3, 2/5, 3/10), quantities up to 30, counting forwards and backwards in tenths"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":6},{""numerator"":1,""denominator"":8},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":3},{""numerator"":2,""denominator"":5},{""numerator"":3,""denominator"":10},{""numerator"":4,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":30}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":2},""step"":0.1,""length"":8,""directions"":[""forwards"",""backwards""]}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction"",""name_fraction"",""discrete_set""],""select"":""one""}},""visualType"":""mixed"",""contexts"":[""shapes"",""objects"",""discrete_sets"",""number_lines""]}}"
q_1764328354355_292,F01_Y3_FRAC,2,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,Write the fraction: one eighth,1/8,one eighth means 1 out of 8 equal parts,,"{""description"":""Developing - Add more unit fractions (1/6, 1/8), non-unit fractions (2/3, 2/5, 3/10), quantities up to 30, counting forwards and backwards in tenths"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":6},{""numerator"":1,""denominator"":8},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":3},{""numerator"":2,""denominator"":5},{""numerator"":3,""denominator"":10},{""numerator"":4,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":30}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":2},""step"":0.1,""length"":8,""directions"":[""forwards"",""backwards""]}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction"",""name_fraction"",""discrete_set""],""select"":""one""}},""visualType"":""mixed"",""contexts"":[""shapes"",""objects"",""discrete_sets"",""number_lines""]}}"
q_1764328354355_293,F01_Y3_FRAC,2,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,"What is the missing number? 0.9, 1, 1.1, 1.2, 1.3, 1.4, __, 1.6",1.5,The pattern counts forwards in tenths (0.1),,"{""description"":""Developing - Add more unit fractions (1/6, 1/8), non-unit fractions (2/3, 2/5, 3/10), quantities up to 30, counting forwards and backwards in tenths"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":6},{""numerator"":1,""denominator"":8},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":3},{""numerator"":2,""denominator"":5},{""numerator"":3,""denominator"":10},{""numerator"":4,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":30}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":2},""step"":0.1,""length"":8,""directions"":[""forwards"",""backwards""]}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction"",""name_fraction"",""discrete_set""],""select"":""one""}},""visualType"":""mixed"",""contexts"":[""shapes"",""objects"",""discrete_sets"",""number_lines""]}}"
q_1764328354355_294,F01_Y3_FRAC,2,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,20 cars are in a car park. 1/10 of them are red. How many cars are red?,2,Find 1/10 of 20,,"{""description"":""Developing - Add more unit fractions (1/6, 1/8), non-unit fractions (2/3, 2/5, 3/10), quantities up to 30, counting forwards and backwards in tenths"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":6},{""numerator"":1,""denominator"":8},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":3},{""numerator"":2,""denominator"":5},{""numerator"":3,""denominator"":10},{""numerator"":4,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":30}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":2},""step"":0.1,""length"":8,""directions"":[""forwards"",""backwards""]}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction"",""name_fraction"",""discrete_set""],""select"":""one""}},""visualType"":""mixed"",""contexts"":[""shapes"",""objects"",""discrete_sets"",""number_lines""]}}"
q_1764328354355_295,F01_Y3_FRAC,2,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,There are 24 students. 1/6 of them walk to school. How many students walk to school?,4,Find 1/6 of 24,,"{""description"":""Developing - Add more unit fractions (1/6, 1/8), non-unit fractions (2/3, 2/5, 3/10), quantities up to 30, counting forwards and backwards in tenths"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":6},{""numerator"":1,""denominator"":8},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":3},{""numerator"":2,""denominator"":5},{""numerator"":3,""denominator"":10},{""numerator"":4,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":30}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":2},""step"":0.1,""length"":8,""directions"":[""forwards"",""backwards""]}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction"",""name_fraction"",""discrete_set""],""select"":""one""}},""visualType"":""mixed"",""contexts"":[""shapes"",""objects"",""discrete_sets"",""number_lines""]}}"
q_1764328354355_296,F01_Y3_FRAC,2,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,What number is the arrow pointing to?,0.8,The number line is divided into tenths,,"{""description"":""Developing - Add more unit fractions (1/6, 1/8), non-unit fractions (2/3, 2/5, 3/10), quantities up to 30, counting forwards and backwards in tenths"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":6},{""numerator"":1,""denominator"":8},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":3},{""numerator"":2,""denominator"":5},{""numerator"":3,""denominator"":10},{""numerator"":4,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":30}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":2},""step"":0.1,""length"":8,""directions"":[""forwards"",""backwards""]}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction"",""name_fraction"",""discrete_set""],""select"":""one""}},""visualType"":""mixed"",""contexts"":[""shapes"",""objects"",""discrete_sets"",""number_lines""]}}"
q_1764328354355_297,F01_Y3_FRAC,2,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,There are 6 books on a shelf. 1/3 of them are fiction. How many fiction books are there?,2,Find 1/3 of 6,,"{""description"":""Developing - Add more unit fractions (1/6, 1/8), non-unit fractions (2/3, 2/5, 3/10), quantities up to 30, counting forwards and backwards in tenths"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":6},{""numerator"":1,""denominator"":8},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":3},{""numerator"":2,""denominator"":5},{""numerator"":3,""denominator"":10},{""numerator"":4,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":30}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":2},""step"":0.1,""length"":8,""directions"":[""forwards"",""backwards""]}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction"",""name_fraction"",""discrete_set""],""select"":""one""}},""visualType"":""mixed"",""contexts"":[""shapes"",""objects"",""discrete_sets"",""number_lines""]}}"
q_1764328354355_298,F01_Y3_FRAC,2,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,Write the fraction: four tenths,4/10,four tenths means 4 out of 10 equal parts,,"{""description"":""Developing - Add more unit fractions (1/6, 1/8), non-unit fractions (2/3, 2/5, 3/10), quantities up to 30, counting forwards and backwards in tenths"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":6},{""numerator"":1,""denominator"":8},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":3},{""numerator"":2,""denominator"":5},{""numerator"":3,""denominator"":10},{""numerator"":4,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":30}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":2},""step"":0.1,""length"":8,""directions"":[""forwards"",""backwards""]}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction"",""name_fraction"",""discrete_set""],""select"":""one""}},""visualType"":""mixed"",""contexts"":[""shapes"",""objects"",""discrete_sets"",""number_lines""]}}"
q_1764328354355_299,F01_Y3_FRAC,2,"Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,text_input,What fraction of the shape is shaded?,1/8,1 out of 8 parts are shaded,,"{""description"":""Developing - Add more unit fractions (1/6, 1/8), non-unit fractions (2/3, 2/5, 3/10), quantities up to 30, counting forwards and backwards in tenths"",""math"":{""fractions"":{""options"":{""values"":[{""numerator"":1,""denominator"":2},{""numerator"":1,""denominator"":3},{""numerator"":1,""denominator"":4},{""numerator"":1,""denominator"":5},{""numerator"":1,""denominator"":6},{""numerator"":1,""denominator"":8},{""numerator"":1,""denominator"":10},{""numerator"":2,""denominator"":3},{""numerator"":2,""denominator"":5},{""numerator"":3,""denominator"":10},{""numerator"":4,""denominator"":10}],""select"":""one""}},""quantity"":{""range"":{""min"":2,""max"":30}},""divisibilityRequired"":true,""countingInTenths"":{""range"":{""min"":0,""max"":2},""step"":0.1,""length"":8,""directions"":[""forwards"",""backwards""]}},""presentation"":{""questionTypes"":{""options"":{""values"":[""find_fraction"",""count_tenths"",""number_line_tenths"",""write_fraction"",""name_fraction"",""discrete_set""],""select"":""one""}},""visualType"":""mixed"",""contexts"":[""shapes"",""objects"",""discrete_sets"",""number_lines""]}}"
